date,CL.CDN.MOST.1DL,AVG.INTWO,TB.CDN.30D.MID,TB.CDN.60D.MID,TB.CDN.90D.MID,TB.CDN.180D.MID,TB.CDN.1Y.MID
2012-12-18,1.0005,0.9985,0.91,0.93,0.97,1.03,1.1
2012-12-19,1.0011,1.0049,0.9,0.92,0.95,1.02,1.1
2012-12-20,1.0023,1.0037,0.88,0.91,0.93,1.02,1.1
2012-12-21,1.0002,1.0059,0.88,0.88,0.92,1.01,1.1
2012-12-24,0.9948,0.9791,0.9,0.91,0.92,1.01,1.1
2012-12-27,0.9956,0.989,0.91,0.91,0.92,1.02,1.1
2012-12-28,0.9955,0.9767,0.9,0.91,0.92,0.99,1.1
2012-12-31,0.9916,0.9861,0.91,0.91,0.92,1.0,1.09
2013-01-02,0.9977,0.9997,0.91,0.92,0.92,1.01,1.11
2013-01-03,0.9988,1.0071,0.9,0.87,0.92,1.01,1.13
2013-01-04,0.9993,1.0024,0.9,0.9,0.92,1.01,1.12
2013-01-07,0.9991,0.9995,0.9,0.9,0.91,1.0,1.12
2013-01-08,0.9991,1.0,0.89,0.89,0.91,0.99,1.09
2013-01-09,0.9991,0.9992,0.89,0.9,0.91,0.99,1.1
2013-01-10,0.9994,0.998,0.9,0.89,0.91,0.99,1.1
2013-01-11,0.9982,0.9874,0.89,0.9,0.92,0.99,1.1
2013-01-14,1.0006,1.0321,0.88,0.9,0.92,1.0,1.1
2013-01-15,0.9998,1.0402,0.88,0.89,0.91,0.99,1.1
2013-01-16,1.0011,1.0133,0.88,0.89,0.92,0.99,1.09
2013-01-17,1.0054,1.0112,0.86,0.89,0.92,0.99,1.11
2013-01-18,1.0039,1.0179,0.89,0.9,0.9,1.0,1.11
2013-01-21,1.005,1.0093,0.89,0.89,0.91,1.0,1.12
2013-01-22,1.0007,1.0127,0.89,0.9,0.92,1.0,1.1
2013-01-23,1.0059,1.0201,0.9,0.9,0.92,0.99,1.07
2013-01-24,1.0054,1.0196,0.91,0.9,0.92,0.99,1.06
2013-01-25,1.0044,1.0307,0.9,0.9,0.92,0.99,1.07
2013-01-28,1.0043,1.0203,0.9,0.91,0.92,1.0,1.08
2013-01-29,1.0057,1.0334,0.88,0.91,0.92,1.0,1.08
2013-01-30,1.0049,1.0316,0.92,0.91,0.93,0.99,1.08
2013-01-31,1.0039,1.023,0.91,0.91,0.93,0.99,1.06
2013-02-01,1.0011,1.019,0.91,0.92,0.93,1.0,1.08
2013-02-04,1.0043,1.0219,0.93,0.92,0.94,1.0,1.07
2013-02-05,1.0058,1.0156,0.93,0.93,0.94,1.0,1.07
2013-02-06,1.0031,1.0158,0.93,0.93,0.94,1.0,1.06
2013-02-07,1.002,1.0081,0.92,0.92,0.94,0.99,1.05
2013-02-08,1.0002,1.0006,0.93,0.93,0.94,0.99,1.04
2013-02-11,1.0053,1.0292,0.93,0.93,0.94,0.99,1.05
2013-02-12,1.0017,1.0128,0.91,0.92,0.94,1.0,1.05
2013-02-13,1.007,1.0148,0.91,0.92,0.94,1.0,1.07
2013-02-14,1.003,0.9984,0.91,0.92,0.94,1.0,1.06
2013-02-15,1.0031,1.0174,0.92,0.93,0.95,1.0,1.07
2013-02-19,1.0067,1.0221,0.92,0.93,0.95,0.97,1.06
2013-02-20,1.0045,1.0149,0.92,0.93,0.95,1.01,1.06
2013-02-21,1.0069,1.0155,0.92,0.94,0.95,1.0,1.06
2013-02-22,1.0093,1.0309,0.93,0.94,0.96,1.0,1.04
2013-02-25,1.0027,1.0186,0.93,0.94,0.96,0.99,1.03
2013-02-26,1.0048,1.0106,0.93,0.94,0.96,0.99,1.01
2013-02-27,1.0078,1.0181,0.91,0.93,0.96,0.99,1.01
2013-02-28,1.0077,1.0183,0.91,0.95,0.95,0.99,1.0
2013-03-01,1.0058,1.0244,0.93,0.95,0.96,0.99,0.99
2013-03-04,1.0083,1.0274,0.93,0.95,0.96,0.99,0.99
2013-03-05,1.0041,1.0185,0.93,0.95,0.96,0.99,1.0
2013-03-06,1.0053,1.007,0.93,0.95,0.95,0.99,1.0
2013-03-07,1.0063,1.0089,0.94,0.95,0.95,1.0,1.01
2013-03-08,1.0081,1.004,0.93,0.96,0.96,1.01,1.03
2013-03-11,1.0062,1.0079,0.93,0.96,0.96,1.02,1.03
2013-03-12,1.0056,1.0095,0.93,0.96,0.96,1.0,1.02
2013-03-13,1.005,1.0077,0.93,0.95,0.96,1.01,1.03
2013-03-14,1.0041,1.0132,0.93,0.96,0.96,1.01,1.04
2013-03-15,1.0039,1.0107,0.94,0.96,0.97,1.01,1.04
2013-03-18,1.0041,1.0124,0.94,0.96,0.96,1.0,1.02
2013-03-19,1.0059,1.0242,0.94,0.96,0.97,1.0,1.02
2013-03-20,1.0076,1.0238,0.97,0.97,0.97,1.0,1.02
2013-03-21,1.0052,1.0242,0.98,0.97,0.97,1.0,1.02
2013-03-22,1.0073,1.023,0.98,0.98,0.98,1.0,1.03
2013-03-25,1.0095,1.0319,0.97,0.98,0.98,1.01,1.03
2013-03-26,1.0039,1.0221,0.96,0.97,0.97,1.01,1.03
2013-03-27,1.0051,1.0178,0.95,0.97,0.97,1.01,1.03
2013-03-28,1.0017,1.0372,0.95,0.96,0.98,1.0,1.03
2013-04-01,1.0068,1.0188,0.95,0.96,0.98,1.0,1.03
2013-04-02,1.0055,1.0348,0.95,0.96,0.98,1.0,1.04
2013-04-03,1.0055,1.0211,0.95,0.96,0.98,1.0,1.04
2013-04-04,1.0052,1.0156,0.95,0.96,0.98,1.0,1.04
2013-04-05,1.0054,1.0145,0.95,0.96,0.97,1.0,1.03
2013-04-08,1.0056,1.0164,0.95,0.96,0.98,1.0,1.04
2013-04-09,1.0073,1.0161,0.95,0.96,0.97,1.0,1.04
2013-04-10,1.0061,1.0152,0.95,0.96,0.98,1.0,1.03
2013-04-11,1.0074,1.0139,0.95,0.95,0.98,1.01,1.03
2013-04-12,1.0042,1.0254,0.95,0.97,0.97,0.99,1.02
2013-04-15,1.001,1.02,0.95,0.96,0.98,0.99,1.01
2013-04-16,1.0052,1.016,0.95,0.97,0.98,1.0,1.02
2013-04-17,1.0028,1.0202,0.96,0.97,0.98,0.99,1.01
2013-04-18,1.0038,1.025,0.96,0.98,0.98,1.0,1.01
2013-04-19,1.0037,1.0215,0.95,0.98,0.98,1.01,1.01
2013-04-22,1.0021,1.0076,0.96,0.98,0.99,1.0,1.02
2013-04-23,1.0032,1.0126,0.96,0.98,0.99,1.01,1.02
2013-04-24,1.0052,1.014,0.97,0.98,0.99,1.01,1.02
2013-04-25,1.0024,1.0138,0.96,0.97,1.0,1.01,1.02
2013-04-26,1.0002,1.0077,0.97,0.98,0.99,1.01,1.02
2013-04-29,1.001,1.0103,0.97,0.98,0.99,1.01,1.02
2013-04-30,1.0081,1.0114,0.97,0.98,0.99,1.01,1.02
2013-05-01,1.0049,1.0134,0.97,0.98,0.99,1.01,1.02
2013-05-02,1.0053,1.0169,0.97,0.99,0.99,1.01,1.02
2013-05-03,1.0021,1.0165,0.97,0.98,0.99,1.01,1.02
2013-05-06,1.0051,1.012,0.97,0.98,0.99,1.02,1.03
2013-05-07,1.0063,1.0233,0.96,0.98,1.0,1.01,1.04
2013-05-08,1.0045,1.0183,0.96,0.97,0.99,1.01,1.04
2013-05-09,1.0034,1.0185,0.96,0.98,0.99,1.01,1.04
2013-05-10,1.0015,1.0177,0.96,0.98,1.0,1.01,1.05
2013-05-13,1.0045,1.0102,0.96,0.98,1.0,1.02,1.05
2013-05-14,1.003,1.01,0.95,0.98,1.0,1.02,1.06
2013-05-15,1.0042,1.0139,0.94,0.98,1.0,1.02,1.06
2013-05-16,1.0023,1.0126,0.95,0.97,1.0,1.02,1.05
2013-05-17,1.0051,1.0112,0.95,0.97,1.0,1.02,1.04
2013-05-21,1.0032,1.0107,0.95,0.98,1.0,1.03,1.06
2013-05-22,1.0035,1.0163,0.95,0.97,1.0,1.02,1.06
2013-05-23,1.0044,1.0234,0.95,0.97,1.0,1.03,1.06
2013-05-24,1.0086,1.0206,0.97,0.99,1.0,1.02,1.06
